timestamp,seconds,minutes,hours,day,month,year,co2,co,PM1,PM2,light,temp in c,pressure,humidity
1680113759.8249886,45,11,14,29,3,2023,604.9910888671875,0.10,2.7,3.5,49.7664,21.73987013036385,974.7350411679859,24.128911899879142
1680113763.4715905,49,11,14,29,3,2023,604.7642822265625,0.09,2.7,3.5,49.7664,21.750001794868147,974.6979261917472,24.156033927884113
1680113767.11808,53,11,14,29,3,2023,604.91162109375,0.09,2.9,3.6,49.7664,21.750001794868147,974.6548937007061,24.139793686306245
1680113770.7702305,56,11,14,29,3,2023,604.96826171875,0.10,2.9,3.7,49.7664,21.755067627556855,974.7246424563007,24.111841969968765
1680113774.415899,0,12,14,29,3,2023,604.9229736328125,0.09,2.9,3.6,49.7664,21.750001794868147,974.6793681134136,24.106151702105713
1680113778.0637727,4,12,14,29,3,2023,604.716552734375,0.09,3.0,3.6,49.7664,21.750001794868147,974.687526313017,24.15570259136948
1680113781.7124004,7,12,14,29,3,2023,604.2835083007812,0.09,3.0,3.6,49.7664,21.755067627556855,974.6793681134136,24.150344237569808
1680113785.3591256,11,12,14,29,3,2023,603.5240478515625,0.10,3.0,3.7,49.7664,21.750001794868147,974.687526313017,24.161226672952484
1680113789.0090597,15,12,14,29,3,2023,603.68505859375,0.10,3.0,3.7,49.7664,21.76519929380738,974.6979261917472,24.183653613874206
1680113792.6587362,18,12,14,29,3,2023,603.4175415039062,0.10,3.0,3.6,49.7664,21.750001794868147,974.687526313017,24.161226672952484
1680113796.3064983,22,12,14,29,3,2023,603.706298828125,0.11,3.0,3.6,49.7664,21.755067627556855,974.6956845436339,24.183157544079656
1680113799.9536045,26,12,14,29,3,2023,602.9347534179688,0.11,3.0,3.7,49.7664,21.750001794868147,974.759517570267,24.150012754219706
1680113803.601709,29,12,14,29,3,2023,603.2869873046875,0.10,3.0,3.7,49.7664,21.76519929380738,974.7491183814974,24.061958600067207
1680113807.2479925,33,12,14,29,3,2023,603.1101684570312,0.09,3.0,3.7,49.7664,21.7601334605366,974.687526313017,24.02847913130268
1680113810.8954904,37,12,14,29,3,2023,602.3116455078125,0.10,3.0,3.0,49.7664,21.755067627556855,974.7060845813992,24.012073362833778
1680113814.5408647,40,12,14,29,3,2023,602.4566650390625,0.12,3.0,2.9,49.7664,21.76519929380738,974.8025522898924,23.995500374438862
1680113818.188026,44,12,14,29,3,2023,602.5676879882812,0.10,2.9,2.9,49.7664,21.7601334605366,974.7409597087498,24.023121977499084
1680113821.8385484,47,12,14,29,3,2023,602.6651000976562,0.10,2.8,2.9,47.9232,21.7601334605366,974.6608096415996,24.089080024828164
1680113825.4863596,51,12,14,29,3,2023,603.81201171875,0.09,2.8,2.6,47.9232,21.7601334605366,974.7142430020672,24.11134342989904
1680113829.1339076,55,12,14,29,3,2023,603.1636962890625,0.10,2.8,2.6,47.9232,21.7601334605366,974.687526313017,24.039527819539543
1680113832.7836614,58,12,14,29,3,2023,603.0957641601562,0.10,2.8,2.6,47.9232,21.770265127369203,974.703842805263,24.0063816485914
1680113836.4323893,2,13,14,29,3,2023,603.7098999023438,0.11,2.7,2.6,47.9232,21.76519929380738,974.7305599364439,24.00621424488284
1680113840.0847723,6,13,14,29,3,2023,603.8754272460938,0.10,2.8,2.4,47.9232,21.770265127369203,974.7735945858108,24.016928546365406
1680113843.733456,9,13,14,29,3,2023,602.88720703125,0.11,2.8,2.4,49.7664,21.755067627556855,974.6956845436339,23.973235158930596
1680113847.3879836,13,13,14,29,3,2023,602.7105102539062,0.10,2.9,2.4,49.7664,21.770265127369203,974.6956845436339,23.984284024230046
1680113851.0376363,17,13,14,29,3,2023,602.70361328125,0.11,2.9,2.4,49.7664,21.770265127369203,974.6526516630605,24.028813401723873
1680113854.6929805,20,13,14,29,3,2023,602.4793701171875,0.10,2.9,2.4,49.7664,21.7601334605366,974.6771256917149,24.017263130635527
1680113858.3393521,24,13,14,29,3,2023,602.65380859375,0.12,2.9,2.3,49.7664,21.76519929380738,974.7491183814974,24.039527819539543
1680113861.9882474,28,13,14,29,3,2023,nan,0.12,2.8,2.3,49.7664,21.76519929380738,974.6956845436339,23.995332854116985
1680113865.6381917,31,13,14,29,3,2023,602.1032104492188,0.11,2.8,2.3,49.7664,21.7601334605366,974.703842805263,23.995165323716826
1680113869.2836597,35,13,14,29,3,2023,603.358642578125,0.09,2.8,2.3,49.7664,21.76519929380738,974.6956845436339,24.02847913130268
1680113872.931604,39,13,14,29,3,2023,nan,0.09,2.9,2.3,49.7664,21.76519929380738,974.7305599364439,24.050576472363893
1680113876.5761642,42,13,14,29,3,2023,604.0341186523438,0.12,2.8,2.3,49.7664,21.76519929380738,974.6422507763021,24.08924647837553
1680113880.225821,46,13,14,29,3,2023,603.9525146484375,0.11,2.8,2.2,49.7664,21.76519929380738,974.6956845436339,24.056100785496373
1680113883.8717244,50,13,14,29,3,2023,nan,0.10,2.7,2.2,49.7664,21.770265127369203,974.6504085958003,24.045052150378286
